采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,707,8,707,8,6950,84,Selling
2026-07-11 19:24,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,707,8,707,8,6950,84,Selling
2026-07-11 19:29,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,725,9,716,8,7084,83,Selling
2026-07-12 07:10,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1168,8,1248,9,11895,83,Selling
2026-07-12 07:15,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1168,8,1248,9,11896,83,Selling
2026-07-12 07:20,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1168,8,1248,9,11897,83,Selling
2026-07-12 07:25,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1168,8,1248,9,11897,83,Selling
2026-07-12 07:30,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1169,8,1249,9,11897,83,Selling
2026-07-12 07:35,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1169,8,1249,9,11897,83,Selling
2026-07-12 09:06,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,1170,8,1253,9,11909,83,Selling
2026-07-12 14:29,周日213,挪威超级联赛,2026-07-12,2026-07-13,萨尔普斯堡,维京,2040498,4537,8,5988,10,46587,82,Selling
