采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,4158,72,650,11,950,17,Selling
2026-07-11 19:24,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,4158,72,650,11,950,17,Selling
2026-07-11 19:29,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,4251,72,663,11,971,17,Selling
2026-07-12 07:10,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6982,70,1165,12,1807,18,Selling
2026-07-12 07:15,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6982,70,1165,12,1807,18,Selling
2026-07-12 07:20,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6982,70,1166,12,1807,18,Selling
2026-07-12 07:25,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6983,70,1166,12,1807,18,Selling
2026-07-12 07:30,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6983,70,1167,12,1808,18,Selling
2026-07-12 07:35,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6983,70,1167,12,1808,18,Selling
2026-07-12 09:06,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,6991,70,1170,12,1811,18,Selling
2026-07-12 14:29,周日212,挪威超级联赛,2026-07-12,2026-07-12,桑纳菲尤尔,汉坎,2040497,26264,62,7521,18,8416,20,Selling
