采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,9173,87,686,7,628,6,Selling
2026-07-11 19:24,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,9173,87,686,7,628,6,Selling
2026-07-11 19:29,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,9413,88,701,7,640,5,Selling
2026-07-12 07:10,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1233,7,1086,6,Selling
2026-07-12 07:15,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1233,7,1086,6,Selling
2026-07-12 07:20,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1233,7,1086,6,Selling
2026-07-12 07:25,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1234,7,1086,6,Selling
2026-07-12 07:30,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1234,7,1086,6,Selling
2026-07-12 07:35,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15716,87,1235,7,1086,6,Selling
2026-07-12 09:06,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,15732,87,1238,7,1087,6,Selling
2026-07-12 14:29,周日211,挪威超级联赛,2026-07-12,2026-07-12,罗森博格,克里斯蒂安松,2040496,55107,84,6302,10,4161,6,Selling
