采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,3669,66,856,16,994,18,Selling
2026-07-11 19:24,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,3669,66,856,16,994,18,Selling
2026-07-11 19:29,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,3720,66,873,16,1011,18,Selling
2026-07-12 07:10,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8976,66,2143,16,2491,18,Selling
2026-07-12 07:15,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8977,66,2143,16,2491,18,Selling
2026-07-12 07:20,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8977,66,2144,16,2491,18,Selling
2026-07-12 07:25,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8977,66,2144,16,2492,18,Selling
2026-07-12 07:30,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8978,66,2145,16,2492,18,Selling
2026-07-12 07:35,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8978,66,2145,16,2492,18,Selling
2026-07-12 09:06,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,8989,66,2148,16,2496,18,Selling
2026-07-12 14:29,周日206,瑞典超级联赛,2026-07-12,2026-07-12,韦斯特罗斯,代格福什,2040491,63452,59,24763,23,18902,18,Selling
