采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,18638,93,639,3,690,4,Selling
2026-07-11 19:24,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,18638,93,639,3,690,4,Selling
2026-07-11 19:29,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,18864,93,644,3,705,4,Selling
2026-07-12 07:10,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34917,92,1474,4,1427,4,Selling
2026-07-12 07:15,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34919,92,1474,4,1427,4,Selling
2026-07-12 07:20,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34921,92,1474,4,1427,4,Selling
2026-07-12 07:25,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34922,92,1474,4,1427,4,Selling
2026-07-12 07:30,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34926,92,1474,4,1427,4,Selling
2026-07-12 07:35,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34926,92,1474,4,1427,4,Selling
2026-07-12 09:06,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,34948,92,1479,4,1431,4,Selling
2026-07-12 14:29,周日205,瑞典超级联赛,2026-07-12,2026-07-12,哈马比,卡尔马,2040490,139570,86,13473,8,9258,6,Selling
