采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,13083,28,12414,26,22046,46,Selling
2026-07-11 19:24,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,13083,28,12414,26,22046,46,Selling
2026-07-11 19:29,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,13126,28,12443,26,22094,46,Selling
2026-07-12 07:10,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17494,28,16752,27,28627,45,Selling
2026-07-12 07:15,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17494,28,16755,27,28629,45,Selling
2026-07-12 07:20,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17497,28,16756,27,28631,45,Selling
2026-07-12 07:25,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17498,28,16757,27,28631,45,Selling
2026-07-12 07:30,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17498,28,16759,27,28631,45,Selling
2026-07-12 07:35,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17498,28,16759,27,28631,45,Selling
2026-07-12 09:06,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,17512,28,16772,27,28646,45,Selling
2026-07-12 14:29,周日202,韩国职业联赛,2026-07-12,2026-07-12,济州SK,大田市民,2040487,82689,28,93465,32,116108,40,Selling
