采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,33293,60,15352,28,6497,12,Selling
2026-07-11 19:24,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,33293,60,15352,28,6497,12,Selling
2026-07-11 19:29,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,33384,60,15385,28,6522,12,Selling
2026-07-12 07:10,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43054,60,20109,28,8708,12,Selling
2026-07-12 07:15,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43057,60,20109,28,8708,12,Selling
2026-07-12 07:20,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43059,60,20111,28,8708,12,Selling
2026-07-12 07:25,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43059,60,20111,28,8709,12,Selling
2026-07-12 07:30,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43061,60,20112,28,8709,12,Selling
2026-07-12 07:35,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43061,60,20113,28,8709,12,Selling
2026-07-12 09:06,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,43084,60,20128,28,8713,12,Selling
2026-07-12 14:29,周日203,韩国职业联赛,2026-07-12,2026-07-12,首尔FC,江原FC,2040488,171358,56,93844,31,38392,13,Selling
