采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-11 19:20,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,7367,83,980,11,494,6,Selling
2026-07-11 19:24,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,7367,83,980,11,494,6,Selling
2026-07-11 19:29,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,7521,83,988,11,504,6,Selling
2026-07-12 07:10,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18549,81,2833,12,1430,7,Selling
2026-07-12 07:15,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18549,81,2834,12,1430,7,Selling
2026-07-12 07:20,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18550,81,2835,12,1430,7,Selling
2026-07-12 07:25,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18552,81,2835,12,1430,7,Selling
2026-07-12 07:30,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18555,81,2835,12,1431,7,Selling
2026-07-12 07:35,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18555,81,2835,12,1431,7,Selling
2026-07-12 09:06,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,18575,81,2843,12,1436,7,Selling
2026-07-12 14:29,周日204,瑞典超级联赛,2026-07-12,2026-07-12,马尔默,IFK哥德堡,2040489,123220,75,27865,17,13288,8,Selling
