采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-18 11:05,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,259,59,56,13,121,28,Selling
2026-07-18 11:10,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,259,59,56,13,121,28,Selling
2026-07-18 11:15,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,1059,39,1031,38,635,23,Selling
2026-07-18 11:20,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,1059,39,1031,38,635,23,Selling
2026-07-18 11:25,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,2570,42,1866,30,1715,28,Selling
2026-07-18 11:30,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,2570,42,1866,30,1715,28,Selling
2026-07-18 11:35,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,2570,42,1866,30,1715,28,Selling
2026-07-18 11:40,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,3373,40,2766,33,2299,27,Selling
2026-07-18 11:45,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,4591,42,3297,30,3174,28,Selling
2026-07-18 11:50,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,4591,42,3297,30,3174,28,Selling
2026-07-18 11:55,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,5940,42,4284,30,4048,28,Selling
2026-07-18 12:00,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,5940,42,4284,30,4048,28,Selling
2026-07-18 12:05,周六207,瑞典超级联赛,2026-07-18,2026-07-18,AIK索尔纳,哥德堡盖斯,2040552,6672,40,5252,32,4565,28,Selling
