采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-18 11:05,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,51,4,200,17,893,79,Selling
2026-07-18 11:10,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,51,4,200,17,893,79,Selling
2026-07-18 11:15,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,699,15,751,16,3139,69,Selling
2026-07-18 11:20,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,699,15,751,16,3139,69,Selling
2026-07-18 11:25,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,1208,12,1846,18,7384,70,Selling
2026-07-18 11:30,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,1208,12,1846,18,7384,70,Selling
2026-07-18 11:35,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,1208,12,1846,18,7384,70,Selling
2026-07-18 11:40,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,1884,14,2463,18,9519,68,Selling
2026-07-18 11:45,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,2261,12,3361,18,12859,70,Selling
2026-07-18 11:50,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,2261,12,3361,18,12859,70,Selling
2026-07-18 11:55,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,2957,12,4325,18,16390,70,Selling
2026-07-18 12:00,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,2957,12,4325,18,16390,70,Selling
2026-07-18 12:05,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,3572,13,4849,18,18313,69,Selling
2026-07-18 12:10,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,3572,13,4849,18,18313,69,Selling
2026-07-18 12:15,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4085,13,5734,18,21419,69,Selling
2026-07-18 12:20,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4085,13,5734,18,21419,69,Selling
2026-07-18 12:25,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4570,13,6272,18,23520,69,Selling
2026-07-18 12:30,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4570,13,6272,18,23520,69,Selling
2026-07-18 12:35,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4570,13,6272,18,23520,69,Selling
2026-07-18 12:40,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,4896,13,7054,18,26422,69,Selling
2026-07-18 12:45,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,5474,13,7952,19,29461,68,Selling
2026-07-18 12:50,周六205,挪威超级联赛,2026-07-18,2026-07-18,汉坎,特罗姆瑟,2040550,5474,13,7952,19,29461,68,Selling
