采集时间,比赛编号,联赛,销售日期,比赛日期,主队,客队,mid,胜_投票数,胜_支持率,平_投票数,平_支持率,负_投票数,负_支持率,比赛状态
2026-07-15 11:05,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,189,29,162,25,304,46,Selling
2026-07-15 11:10,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,189,29,162,25,304,46,Selling
2026-07-15 11:15,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,189,29,162,25,304,46,Selling
2026-07-15 11:20,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,669,27,693,28,1137,45,Selling
2026-07-15 11:25,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,1870,30,1394,23,2930,47,Selling
2026-07-15 11:30,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,1870,30,1394,23,2930,47,Selling
2026-07-15 11:35,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,2371,29,2150,26,3728,45,Selling
2026-07-15 11:40,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,2371,29,2150,26,3728,45,Selling
2026-07-15 11:45,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,3266,30,2759,25,5022,45,Selling
2026-07-15 11:50,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,3266,30,2759,25,5022,45,Selling
2026-07-15 11:55,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,3983,30,3156,24,6146,46,Selling
2026-07-15 12:00,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,3983,30,3156,24,6146,46,Selling
2026-07-15 12:05,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,4485,30,3616,24,6897,46,Selling
2026-07-15 12:10,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,4485,30,3616,24,6897,46,Selling
2026-07-15 12:15,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,5206,30,4225,24,7921,46,Selling
2026-07-15 12:20,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,5206,30,4225,24,7921,46,Selling
2026-07-15 12:25,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,5800,30,4641,24,8714,46,Selling
2026-07-15 12:30,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,5800,30,4641,24,8714,46,Selling
2026-07-15 12:35,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,5800,30,4641,24,8714,46,Selling
2026-07-15 12:40,周四208,美国职业大联盟,2026-07-16,2026-07-17,芝加哥火焰,温哥华白帽,2040522,6382,30,5217,25,9553,45,Selling
